App name,Date,Time,Duration
Google,12/27/18,01:04:07,00:00:11
Instagram,12/27/18,01:04:18,00:00:59
Google,12/27/18,01:05:18,00:00:09
Instagram,12/27/18,01:05:27,00:00:14
Google,12/27/18,01:05:41,00:00:01
Snapchat,12/27/18,01:05:42,00:00:11
Snapchat,12/27/18,01:05:55,00:00:01
Google,12/27/18,01:05:56,00:00:02
Google,12/27/18,01:05:59,00:00:03
Google,12/27/18,01:06:03,00:00:04
Clock,12/27/18,01:06:07,00:00:14
Google,12/27/18,01:06:22,06:29:38
Clock,12/27/18,07:36:00,00:00:14
Google,12/27/18,07:36:14,00:08:47
Clock,12/27/18,07:45:00,00:00:24
Google,12/27/18,07:45:24,00:00:00
Screen off (locked),12/27/18,07:45:24,00:00:01
Screen on (unlocked),12/27/18,07:45:26,00:00:01
Google,12/27/18,07:45:26,00:00:05
Screen off (locked),12/27/18,07:45:31,00:10:47
Screen on (unlocked),12/27/18,07:56:18,00:00:01
Settings,12/27/18,07:56:19,00:00:00
Screen off (locked),12/27/18,07:56:19,00:00:06
Screen on (unlocked),12/27/18,07:56:26,00:00:01
Google,12/27/18,07:56:26,00:00:00
Screen off (locked),12/27/18,07:56:26,00:09:35
Screen on (unlocked),12/27/18,08:06:02,00:00:01
Google,12/27/18,08:06:02,00:00:06
Clock,12/27/18,08:06:08,00:00:04
Google,12/27/18,08:06:12,00:00:01
Chrome,12/27/18,08:06:13,00:00:13
Google,12/27/18,08:06:26,00:00:04
Gmail,12/27/18,08:06:30,00:00:01
Google,12/27/18,08:06:30,00:00:01
Chrome,12/27/18,08:06:31,00:00:14
Google,12/27/18,08:06:45,00:00:02
Messages,12/27/18,08:06:47,00:00:08
Chrome,12/27/18,08:06:55,00:00:56
Google,12/27/18,08:07:50,00:00:18
Twitter,12/27/18,08:08:08,00:01:37
Google,12/27/18,08:09:45,00:00:01
Screen off (locked),12/27/18,08:09:47,00:05:53
Screen on (unlocked),12/27/18,08:15:39,00:00:01
Google,12/27/18,08:15:40,00:00:03
Gmail,12/27/18,08:15:43,00:00:09
Chrome,12/27/18,08:15:51,00:02:59
Gmail,12/27/18,08:18:50,00:00:04
Google,12/27/18,08:18:54,00:00:05
YouTube,12/27/18,08:18:59,00:28:59
Google,12/27/18,08:47:57,00:00:01
YouTube,12/27/18,08:47:59,00:00:01
Google,12/27/18,08:48:04,00:00:08
Screen off (locked),12/27/18,08:48:12,00:04:46
Screen on (unlocked),12/27/18,08:52:58,00:00:01
Google,12/27/18,08:52:59,00:00:06
WPS Office,12/27/18,08:53:04,00:00:20
Google,12/27/18,08:53:25,00:00:02
WPS Office,12/27/18,08:53:28,00:00:10
Google,12/27/18,08:53:39,00:00:04
Screen off (locked),12/27/18,08:53:43,00:01:21
Screen on (unlocked),12/27/18,08:55:05,00:00:01
Google,12/27/18,08:55:05,00:00:03
Screen off (locked),12/27/18,08:55:09,00:02:59
Screen on (unlocked),12/27/18,08:58:07,00:00:01
Google,12/27/18,08:58:08,00:00:02
Snapchat,12/27/18,08:58:10,00:00:51
Messenger,12/27/18,08:59:01,00:00:01
Snapchat,12/27/18,08:59:02,00:00:12
Google,12/27/18,08:59:15,00:00:05
Screen off (locked),12/27/18,08:59:20,00:25:55
Screen on (unlocked),12/27/18,09:25:15,00:00:01
Google,12/27/18,09:25:16,00:00:08
Screen off (locked),12/27/18,09:25:24,00:00:01
Screen on (unlocked),12/27/18,09:25:24,00:00:01
Google,12/27/18,09:25:25,00:00:03
Screen off (locked),12/27/18,09:25:28,00:17:53
Screen on (unlocked),12/27/18,09:43:21,00:00:01
Google,12/27/18,09:43:22,00:00:05
Settings,12/27/18,09:43:26,00:00:44
Google,12/27/18,09:44:10,00:00:01
Instagram,12/27/18,09:44:11,00:00:34
Snapchat,12/27/18,09:44:45,00:00:52
Instagram,12/27/18,09:45:37,00:01:24
Google,12/27/18,09:47:01,00:00:02
Screen off (locked),12/27/18,09:47:03,00:13:07
Screen on (unlocked),12/27/18,10:00:10,00:00:01
Google,12/27/18,10:00:11,00:00:01
Instagram,12/27/18,10:00:11,00:00:09
Google,12/27/18,10:00:20,00:00:02
Screen off (locked),12/27/18,10:00:22,00:13:01
Screen on (unlocked),12/27/18,10:13:23,00:00:01
Google,12/27/18,10:13:23,00:00:01
Instagram,12/27/18,10:13:24,00:00:12
Google,12/27/18,10:13:36,00:00:02
Screen off (locked),12/27/18,10:13:38,00:00:04
Screen on (unlocked),12/27/18,10:13:42,00:00:01
Google,12/27/18,10:13:43,00:00:09
WhatsApp,12/27/18,10:13:52,00:00:28
Google,12/27/18,10:14:22,00:00:01
Screen off (locked),12/27/18,10:14:24,01:05:05
Screen on (unlocked),12/27/18,11:19:28,00:00:01
Google,12/27/18,11:19:29,00:00:01
Calculator,12/27/18,11:19:30,00:00:22
Google,12/27/18,11:19:52,00:00:02
Screen off (locked),12/27/18,11:19:54,00:16:41
Screen on (unlocked),12/27/18,11:36:35,00:00:01
Google,12/27/18,11:36:35,00:00:01
Chrome,12/27/18,11:36:36,00:00:14
Google,12/27/18,11:36:50,00:00:01
Chrome,12/27/18,11:36:51,00:00:26
Google,12/27/18,11:37:16,00:00:01
Instagram,12/27/18,11:37:17,00:09:26
Google,12/27/18,11:46:43,00:00:07
Follow Cop,12/27/18,11:46:51,00:00:57
Google,12/27/18,11:47:48,00:00:01
Instagram,12/27/18,11:47:49,00:01:26
Google,12/27/18,11:49:15,00:00:03
Snapchat,12/27/18,11:49:18,00:01:52
Google,12/27/18,11:51:09,00:00:01
Screen off (locked),12/27/18,11:51:11,00:24:58
Screen on (unlocked),12/27/18,12:16:08,00:00:01
Google,12/27/18,12:16:09,00:00:06
Screen off (locked),12/27/18,12:16:15,00:00:08
Screen on (unlocked),12/27/18,12:16:23,00:00:01
Google,12/27/18,12:16:23,00:00:08
Gmail,12/27/18,12:16:31,00:01:00
Chrome,12/27/18,12:17:31,00:01:08
Gmail,12/27/18,12:18:39,00:00:11
Chrome,12/27/18,12:18:50,00:00:55
Google,12/27/18,12:19:48,00:00:00
Screen off (locked),12/27/18,12:19:48,00:05:00
Screen on (unlocked),12/27/18,12:24:48,00:00:01
Google,12/27/18,12:24:48,00:00:02
Instagram,12/27/18,12:24:50,00:00:47
Google,12/27/18,12:25:38,00:00:01
Screen off (locked),12/27/18,12:25:39,00:03:29
Screen on (unlocked),12/27/18,12:29:08,00:00:01
Google,12/27/18,12:29:09,00:00:04
Instagram,12/27/18,12:29:12,00:02:17
Google,12/27/18,12:31:30,00:00:01
Screen off (locked),12/27/18,12:31:31,00:01:41
Screen on (unlocked),12/27/18,12:33:12,00:00:01
Google,12/27/18,12:33:12,00:00:01
Twitter,12/27/18,12:33:14,00:00:15
Google,12/27/18,12:33:28,00:00:01
Screen off (locked),12/27/18,12:33:30,00:17:47
Screen on (unlocked),12/27/18,12:51:16,00:00:01
Settings,12/27/18,12:51:17,00:00:00
Screen off (locked),12/27/18,12:51:17,00:00:10
Screen on (unlocked),12/27/18,12:51:27,00:00:01
Google,12/27/18,12:51:27,00:00:45
Gmail,12/27/18,12:52:13,00:00:29
Google,12/27/18,12:52:42,00:00:02
WhatsApp,12/27/18,12:52:45,00:00:30
Google,12/27/18,12:53:15,00:00:02
Screen off (locked),12/27/18,12:53:17,00:03:56
Screen on (unlocked),12/27/18,12:57:13,00:00:01
Google,12/27/18,12:57:14,00:00:02
WhatsApp,12/27/18,12:57:16,00:00:05
Google,12/27/18,12:57:21,00:00:03
Screen off (locked),12/27/18,12:57:24,00:04:02
Screen on (unlocked),12/27/18,13:01:26,00:00:01
Google,12/27/18,13:01:26,00:00:02
Instagram,12/27/18,13:01:28,00:12:52
Google,12/27/18,13:14:20,00:00:01
Snapchat,12/27/18,13:14:21,00:00:43
Instagram,12/27/18,13:15:05,00:14:34
Google,12/27/18,13:29:40,00:00:01
Instagram,12/27/18,13:29:41,00:00:03
Google,12/27/18,13:29:47,00:00:03
Screen off (locked),12/27/18,13:29:50,01:32:26
Screen on (unlocked),12/27/18,15:02:16,00:00:01
Google,12/27/18,15:02:17,00:00:06
Chrome,12/27/18,15:02:23,00:00:43
Google,12/27/18,15:03:06,00:00:05
Snapchat,12/27/18,15:03:11,00:01:01
Google,12/27/18,15:04:14,00:00:01
Screen off (locked),12/27/18,15:04:15,00:02:39
Screen on (unlocked),12/27/18,15:06:54,00:00:01
Google,12/27/18,15:06:55,00:00:07
Snapchat,12/27/18,15:07:02,00:00:11
Google,12/27/18,15:07:14,00:00:01
Screen off (locked),12/27/18,15:07:15,00:07:11
Screen on (unlocked),12/27/18,15:14:26,00:00:01
Google,12/27/18,15:14:27,00:00:23
Google,12/27/18,15:14:51,00:00:03
Screen off (locked),12/27/18,15:14:54,00:01:49
Screen on (unlocked),12/27/18,15:16:43,00:00:01
Google,12/27/18,15:16:44,00:00:10
Screen off (locked),12/27/18,15:16:54,00:33:58
Screen on (unlocked),12/27/18,15:50:52,00:00:01
Google,12/27/18,15:50:53,00:00:48
Google Pay,12/27/18,15:51:41,00:01:26
Google,12/27/18,15:53:09,00:00:04
Screen off (locked),12/27/18,15:53:13,00:13:46
Screen on (unlocked),12/27/18,16:06:59,00:00:01
Google,12/27/18,16:06:59,00:00:08
Google Pay,12/27/18,16:07:07,00:01:43
Google,12/27/18,16:08:52,00:00:04
Screen off (locked),12/27/18,16:08:55,00:07:25
Screen on (unlocked),12/27/18,16:16:20,00:00:01
Google,12/27/18,16:16:20,00:00:09
Google,12/27/18,16:16:30,00:00:04
Messages,12/27/18,16:16:34,00:01:00
Google,12/27/18,16:17:33,00:00:02
Screen off (locked),12/27/18,16:17:35,00:04:18
Screen on (unlocked),12/27/18,16:21:53,00:00:01
Google,12/27/18,16:21:54,00:00:06
Google,12/27/18,16:22:02,00:00:01
Google,12/27/18,16:22:03,00:00:01
Google,12/27/18,16:22:04,00:00:02
Screen off (locked),12/27/18,16:22:06,00:10:03
Screen on (unlocked),12/27/18,16:32:10,00:00:01
Google,12/27/18,16:32:10,00:00:06
Google,12/27/18,16:32:17,00:00:02
Screen off (locked),12/27/18,16:32:19,00:26:14
Screen on (unlocked),12/27/18,16:58:32,00:00:01
Google,12/27/18,16:58:33,00:00:03
Chrome,12/27/18,16:58:36,00:00:18
Google,12/27/18,16:58:54,00:00:06
Google,12/27/18,16:59:25,00:00:01
WhatsApp,12/27/18,16:59:25,00:00:08
Google,12/27/18,16:59:33,00:00:01
Snapchat,12/27/18,16:59:34,00:00:26
Google,12/27/18,16:59:59,00:00:01
Screen off (locked),12/27/18,17:00:01,00:00:43
Screen on (unlocked),12/27/18,17:00:44,00:00:01
Google,12/27/18,17:00:44,00:00:04
Google Pay,12/27/18,17:00:48,00:00:18
Google,12/27/18,17:01:06,00:00:01
Screen off (locked),12/27/18,17:01:08,00:00:43
Screen on (unlocked),12/27/18,17:01:51,00:00:01
Google,12/27/18,17:01:51,00:00:02
Screen off (locked),12/27/18,17:01:53,00:00:54
Screen on (unlocked),12/27/18,17:02:47,00:00:01
Google,12/27/18,17:02:48,00:00:07
Merriam-Webster Dictionary,12/27/18,17:02:55,00:01:17
Screen off (locked),12/27/18,17:04:11,00:00:45
Screen on (unlocked),12/27/18,17:04:56,00:00:01
Merriam-Webster Dictionary,12/27/18,17:04:56,00:00:01
Google,12/27/18,17:04:57,00:00:01
WhatsApp,12/27/18,17:04:58,00:00:13
Google,12/27/18,17:05:12,00:00:02
Screen off (locked),12/27/18,17:05:14,00:05:53
Screen on (unlocked),12/27/18,17:11:07,00:00:01
Google,12/27/18,17:11:07,00:00:01
Instagram,12/27/18,17:11:08,00:01:54
Google,12/27/18,17:13:02,00:00:25
Chrome,12/27/18,17:13:28,00:06:22
Screen off (locked),12/27/18,17:19:50,00:00:02
Screen on (unlocked),12/27/18,17:19:52,00:00:01
Chrome,12/27/18,17:19:54,00:03:42
WhatsApp,12/27/18,17:23:36,00:00:38
Chrome,12/27/18,17:24:14,00:03:37
WhatsApp,12/27/18,17:27:51,00:00:02
Google,12/27/18,17:27:53,00:00:06
Google,12/27/18,17:28:01,00:00:01
WhatsApp,12/27/18,17:28:02,00:00:25
Settings,12/27/18,17:28:33,00:00:05
WhatsApp,12/27/18,17:28:55,00:00:04
Google,12/27/18,17:28:59,00:00:08
Chrome,12/27/18,17:29:07,00:00:15
Settings,12/27/18,17:29:22,00:00:07
Settings,12/27/18,17:29:30,00:00:10
Google Play Store,12/27/18,17:29:40,00:00:20
Google,12/27/18,17:30:00,00:00:01
WhatsApp,12/27/18,17:30:01,00:00:12
Google,12/27/18,17:30:17,00:00:05
Google,12/27/18,17:30:23,00:00:01
WhatsApp,12/27/18,17:30:24,00:00:08
Google,12/27/18,17:30:32,00:00:02
Twitter,12/27/18,17:30:33,00:05:27
Google,12/27/18,17:36:00,00:00:01
WhatsApp,12/27/18,17:36:01,00:00:29
Google,12/27/18,17:36:30,00:00:02
WhatsApp,12/27/18,17:36:33,00:00:46
Google,12/27/18,17:37:19,00:01:10
Twitter,12/27/18,17:38:29,00:00:42
Google,12/27/18,17:39:11,00:00:02
Screen off (locked),12/27/18,17:39:13,00:00:01
Screen on (unlocked),12/27/18,17:39:14,00:00:01
Google,12/27/18,17:39:15,00:00:01
Twitter,12/27/18,17:39:16,00:00:39
Google,12/27/18,17:39:55,00:00:01
Screen off (locked),12/27/18,17:39:56,00:03:19
Screen on (unlocked),12/27/18,17:43:15,00:00:01
Google,12/27/18,17:43:16,00:00:01
Screen off (locked),12/27/18,17:43:17,00:02:25
Screen on (unlocked),12/27/18,17:45:42,00:00:01
Google,12/27/18,17:45:42,00:00:05
Screen off (locked),12/27/18,17:45:48,00:02:31
Screen on (unlocked),12/27/18,17:48:18,00:00:01
Google,12/27/18,17:48:19,00:00:17
Chrome,12/27/18,17:48:35,00:02:43
Settings,12/27/18,17:51:21,00:00:03
Settings,12/27/18,17:52:01,00:00:22
Chrome,12/27/18,17:52:23,00:00:02
Google,12/27/18,17:52:25,00:00:01
Instagram,12/27/18,17:52:26,00:00:01
Google,12/27/18,17:52:27,00:00:01
Gmail,12/27/18,17:52:28,00:00:02
Google,12/27/18,17:52:29,00:00:03
Viber,12/27/18,17:52:32,00:00:05
Chrome,12/27/18,17:53:04,00:00:22
WhatsApp,12/27/18,17:53:32,00:00:08
Google,12/27/18,17:53:48,00:00:01
Screen off (locked),12/27/18,17:53:50,00:01:07
Screen on (unlocked),12/27/18,17:54:56,00:00:01
Google,12/27/18,17:54:57,00:00:01
WhatsApp,12/27/18,17:54:58,00:00:26
Google,12/27/18,17:55:24,00:00:01
Screen off (locked),12/27/18,17:55:25,00:00:27
Screen on (unlocked),12/27/18,17:55:52,00:00:01
Google,12/27/18,17:55:53,00:00:00
Google Play Store,12/27/18,17:55:53,00:00:37
Google,12/27/18,17:56:30,00:00:04
Google,12/27/18,17:56:35,00:01:15
Screen off (locked),12/27/18,17:57:51,00:00:31
Screen on (unlocked),12/27/18,17:58:22,00:00:01
Google,12/27/18,17:58:22,00:00:06
Chrome,12/27/18,17:58:28,00:01:02
ACMarket,12/27/18,17:59:44,00:00:18
ACMarket,12/27/18,18:00:06,00:00:02
ACMarket,12/27/18,18:00:09,00:00:47
Settings,12/27/18,18:00:59,00:00:03
App Usage,12/27/18,18:01:11,00:00:16
Settings,12/27/18,18:01:27,00:00:06
App Usage,12/27/18,18:01:33,00:00:02
Settings,12/27/18,18:01:35,00:00:05
App Usage,12/27/18,18:01:40,00:00:07
Google,12/27/18,18:01:47,00:00:01
WhatsApp,12/27/18,18:01:48,00:00:18
App Usage,12/27/18,18:02:06,00:00:16
App Usage,12/27/18,18:02:29,00:00:27
WhatsApp,12/27/18,18:02:58,00:00:06
WPS Office,12/27/18,18:03:04,00:00:47
WhatsApp,12/27/18,18:03:51,00:00:01
Google,12/27/18,18:03:52,00:00:01
WhatsApp,12/27/18,18:03:53,00:00:21
WPS Office,12/27/18,18:04:16,00:00:03
ACMarket,12/27/18,18:04:21,00:00:01
Google,12/27/18,18:04:33,00:00:04
App Usage,12/27/18,18:04:37,00:00:10
WhatsApp,12/27/18,18:04:46,00:00:07
App Usage,12/27/18,18:04:54,00:00:28
Google,12/27/18,18:05:22,00:00:01
YouTube,12/27/18,18:05:23,00:00:09
WhatsApp,12/27/18,18:05:32,00:00:25
App Usage,12/27/18,18:05:58,00:00:03
WhatsApp,12/27/18,18:06:03,00:00:02
WPS Office,12/27/18,18:06:06,00:00:13
WhatsApp,12/27/18,18:06:21,00:00:15
App Usage,12/27/18,18:06:38,00:03:09
WhatsApp,12/27/18,18:09:49,00:00:04
WPS Office,12/27/18,18:09:54,00:00:16
WhatsApp,12/27/18,18:10:11,00:00:01
App Usage,12/27/18,18:10:14,00:00:08
WhatsApp,12/27/18,18:10:22,00:00:04
WPS Office,12/27/18,18:10:27,00:00:16
WhatsApp,12/27/18,18:10:43,00:00:02
App Usage,12/27/18,18:10:49,00:01:17
WhatsApp,12/27/18,18:12:07,00:00:04
WPS Office,12/27/18,18:12:11,00:00:11
WhatsApp,12/27/18,18:12:22,00:00:11
WhatsApp,12/27/18,18:12:36,00:00:12
WPS Office,12/27/18,18:12:49,00:00:17
WhatsApp,12/27/18,18:13:07,00:00:04
WPS Office,12/27/18,18:13:10,00:00:21
App Usage,12/27/18,18:13:36,00:01:17
Google,12/27/18,18:14:53,00:00:01
WhatsApp,12/27/18,18:14:54,00:00:40
App Usage,12/27/18,18:15:35,00:00:24
Google,12/27/18,18:16:02,00:00:28
App Usage,12/27/18,18:16:49,00:00:20
Google,12/27/18,18:17:09,00:00:05
Google,12/27/18,18:17:20,00:00:03
App Usage,12/27/18,18:17:22,00:00:04
Google,12/27/18,18:17:28,00:00:01
WhatsApp,12/27/18,18:17:29,00:00:09
Google,12/27/18,18:17:39,00:00:01
WhatsApp,12/27/18,18:17:39,00:00:12
Google,12/27/18,18:17:52,00:00:03
Google,12/27/18,18:17:55,00:00:02
Screen off (locked),12/27/18,18:17:58,00:22:21
Screen off,12/27/18,18:40:19,00:00:00
Screen on (unlocked),12/27/18,18:40:19,00:00:01
Google,12/27/18,18:40:20,00:00:02
Instagram,12/27/18,18:40:22,00:01:03
Google,12/27/18,18:41:25,00:00:02
Screen off (locked),12/27/18,18:41:27,00:01:03
Screen on (locked),12/27/18,18:42:30,00:00:04
Google,12/27/18,18:42:33,00:00:00
Screen on (unlocked),12/27/18,18:42:33,00:00:02
WhatsApp,12/27/18,18:42:35,00:00:04
Google,12/27/18,18:42:40,00:00:01
Screen off (locked),12/27/18,18:42:41,00:06:47
Screen off,12/27/18,18:49:28,00:00:00
Screen on (unlocked),12/27/18,18:49:28,00:00:01
Google,12/27/18,18:49:29,00:00:01
Screen off (locked),12/27/18,18:49:30,00:03:32
Screen on (locked),12/27/18,18:53:02,00:00:05
Screen off (locked),12/27/18,18:53:07,00:09:09
Screen on (locked),12/27/18,19:02:15,00:00:00
Screen on (unlocked),12/27/18,19:02:16,00:00:00
Google,12/27/18,19:02:16,00:00:04
Screen off (locked),12/27/18,19:02:20,00:01:00
Screen on (locked),12/27/18,19:03:20,00:00:02
Screen off (locked),12/27/18,19:03:22,00:20:44
Screen on (locked),12/27/18,19:24:06,00:00:00
Screen on (unlocked),12/27/18,19:24:06,00:00:01
Google,12/27/18,19:24:08,00:00:19
Screen off (locked),12/27/18,19:24:27,00:01:43
Screen on (unlocked),12/27/18,19:26:09,00:00:01
Google,12/27/18,19:26:10,00:00:01
Viber,12/27/18,19:26:12,00:00:12
WhatsApp,12/27/18,19:26:25,00:01:09
Google,12/27/18,19:27:34,00:00:01
Screen off (locked),12/27/18,19:27:35,00:00:26
Screen on (locked),12/27/18,19:28:01,00:00:00
Screen on (unlocked),12/27/18,19:28:01,00:00:00
Google,12/27/18,19:28:02,00:00:01
Twitter,12/27/18,19:28:03,00:00:46
Chrome,12/27/18,19:28:49,00:00:02
Twitter,12/27/18,19:28:51,00:00:01
Google,12/27/18,19:28:52,00:00:53
Snapchat,12/27/18,19:29:45,00:00:20
Messenger,12/27/18,19:30:05,00:00:15
Snapchat,12/27/18,19:30:20,00:00:01
Google,12/27/18,19:30:21,00:00:01
WhatsApp,12/27/18,19:30:23,00:00:46
Google,12/27/18,19:31:11,00:00:08
Screen off (locked),12/27/18,19:31:19,00:01:11
Screen on (locked),12/27/18,19:32:30,00:00:02
Screen on (unlocked),12/27/18,19:32:32,00:00:00
Google,12/27/18,19:32:32,00:00:02
WhatsApp,12/27/18,19:32:35,00:00:20
Google,12/27/18,19:32:54,00:00:03
Screen off (locked),12/27/18,19:32:57,00:00:47
Screen on (locked),12/27/18,19:33:44,00:00:05
Screen off (locked),12/27/18,19:33:49,00:00:48
Screen on (locked),12/27/18,19:34:38,00:00:11
Screen off (locked),12/27/18,19:34:48,00:18:44
Screen on (locked),12/27/18,19:53:33,00:00:07
Screen on (unlocked),12/27/18,19:53:40,00:00:02
WhatsApp,12/27/18,19:53:42,00:00:06
Google,12/27/18,19:53:48,00:00:01
WhatsApp,12/27/18,19:53:50,00:00:05
Google,12/27/18,19:53:55,00:01:14
Google Play Store,12/27/18,19:55:09,00:00:08
Google,12/27/18,19:55:18,00:01:01
Screen off,12/27/18,19:56:19,00:00:40
Screen on (locked),12/27/18,19:56:59,00:00:02
Screen off (locked),12/27/18,19:57:01,00:08:50
Screen on (locked),12/27/18,20:05:51,00:00:03
Screen off (locked),12/27/18,20:05:54,00:07:35
Screen on (locked),12/27/18,20:13:30,00:00:02
Screen on (unlocked),12/27/18,20:13:32,00:00:00
Google,12/27/18,20:13:33,00:00:03
Messenger,12/27/18,20:13:36,00:01:06
Screen off,12/27/18,20:14:41,00:00:29
Screen on (locked),12/27/18,20:15:11,00:00:01
Messenger,12/27/18,20:15:12,00:00:01
Screen off (locked),12/27/18,20:15:13,00:00:36
Screen on (locked),12/27/18,20:15:49,00:00:01
Messenger,12/27/18,20:15:50,00:00:20
Screen on (unlocked),12/27/18,20:16:10,00:00:01
Google,12/27/18,20:16:11,00:00:01
Chrome,12/27/18,20:16:13,00:02:08
Screen off,12/27/18,20:18:21,00:00:47
Screen on (locked),12/27/18,20:19:08,00:00:11
Screen off (locked),12/27/18,20:19:19,00:01:38
Screen on (locked),12/27/18,20:20:57,00:00:22
Screen off (locked),12/27/18,20:21:19,00:00:01
Screen on (locked),12/27/18,20:21:20,00:00:11
Screen off (locked),12/27/18,20:21:31,00:00:17
Screen on (locked),12/27/18,20:21:48,00:00:07
Screen on (unlocked),12/27/18,20:21:55,00:00:00
Chrome,12/27/18,20:21:56,00:01:16
Google,12/27/18,20:23:12,00:00:01
Instagram,12/27/18,20:23:14,00:01:33
Screen off,12/27/18,20:24:47,00:01:02
Screen on (locked),12/27/18,20:25:49,00:00:11
Screen off (locked),12/27/18,20:26:00,00:00:09
Screen on (locked),12/27/18,20:26:09,00:00:11
Screen off (locked),12/27/18,20:26:20,00:00:10
Screen on (locked),12/27/18,20:26:30,00:00:02
Screen on (unlocked),12/27/18,20:26:32,00:00:00
Instagram,12/27/18,20:26:32,00:00:02
Google,12/27/18,20:26:34,00:00:06
Screen off (locked),12/27/18,20:26:40,00:00:53
Screen on (locked),12/27/18,20:27:33,00:00:04
Screen on (unlocked),12/27/18,20:27:37,00:00:00
Google,12/27/18,20:27:37,00:00:04
Messenger,12/27/18,20:27:41,00:00:18
Chrome,12/27/18,20:28:00,00:00:43
Messenger,12/27/18,20:28:45,00:00:27
Google,12/27/18,20:29:12,00:00:02
Screen off (locked),12/27/18,20:29:14,00:10:44
Screen on (locked),12/27/18,20:39:59,00:00:05
Screen off (locked),12/27/18,20:40:04,00:01:45
Screen on (locked),12/27/18,20:41:49,00:00:01
Screen on (unlocked),12/27/18,20:41:50,00:00:00
Google,12/27/18,20:41:51,00:00:08
Screen off (locked),12/27/18,20:41:58,00:04:35
Screen on (locked),12/27/18,20:46:34,00:00:01
Screen on (unlocked),12/27/18,20:46:35,00:00:00
Google,12/27/18,20:46:35,00:00:14
Google,12/27/18,20:46:51,00:00:01
Screen off (locked),12/27/18,20:46:52,00:03:46
Screen on (locked),12/27/18,20:50:37,00:00:01
Screen on (unlocked),12/27/18,20:50:39,00:00:00
Google,12/27/18,20:50:39,00:00:02
Messenger,12/27/18,20:50:41,00:00:57
Google,12/27/18,20:51:38,00:00:04
Screen off (locked),12/27/18,20:51:42,00:02:26
Screen on (locked),12/27/18,20:54:08,00:00:02
Screen off (locked),12/27/18,20:54:10,00:15:23
Screen on (locked),12/27/18,21:09:33,00:00:02
Screen on (unlocked),12/27/18,21:09:35,00:00:00
Google,12/27/18,21:09:35,00:00:23
Screen off (locked),12/27/18,21:09:58,00:07:49
Screen on (locked),12/27/18,21:17:48,00:00:02
Screen on (unlocked),12/27/18,21:17:49,00:00:02
Google,12/27/18,21:17:51,00:00:06
Screen off (locked),12/27/18,21:17:57,00:04:34
Screen on (locked),12/27/18,21:22:31,00:00:02
Screen on (unlocked),12/27/18,21:22:33,00:00:00
Google,12/27/18,21:22:33,00:00:10
WhatsApp,12/27/18,21:22:43,00:00:20
Google,12/27/18,21:23:03,00:00:02
Screen off (locked),12/27/18,21:23:05,00:00:18
Screen on (locked),12/27/18,21:23:23,00:00:00
Screen on (unlocked),12/27/18,21:23:23,00:00:00
Google,12/27/18,21:23:24,00:00:17
Instagram,12/27/18,21:23:41,00:00:38
Google,12/27/18,21:24:19,00:00:03
WhatsApp,12/27/18,21:24:22,00:00:31
Google,12/27/18,21:24:53,00:00:01
Screen off (locked),12/27/18,21:24:54,00:00:20
Screen on (locked),12/27/18,21:25:13,00:00:00
Screen on (unlocked),12/27/18,21:25:14,00:00:00
Google,12/27/18,21:25:14,00:00:02
WhatsApp,12/27/18,21:25:16,00:00:06
Google,12/27/18,21:25:22,00:00:02
Screen off (locked),12/27/18,21:25:24,00:00:32
Screen off,12/27/18,21:25:55,00:00:00
Screen on (unlocked),12/27/18,21:25:56,00:00:01
WhatsApp,12/27/18,21:25:56,00:06:26
Google,12/27/18,21:32:22,00:00:03
Screen off (locked),12/27/18,21:32:25,00:00:17
Screen on (locked),12/27/18,21:32:42,00:00:01
Screen on (unlocked),12/27/18,21:32:43,00:00:00
Google,12/27/18,21:32:43,00:00:01
WhatsApp,12/27/18,21:32:45,00:02:10
Google,12/27/18,21:34:55,00:00:01
Screen off (locked),12/27/18,21:34:56,00:00:07
Screen off,12/27/18,21:35:04,00:00:00
Screen on (unlocked),12/27/18,21:35:04,00:00:01
Google,12/27/18,21:35:04,00:00:02
WhatsApp,12/27/18,21:35:07,00:00:28
Instagram,12/27/18,21:35:34,00:00:47
Google,12/27/18,21:36:21,00:00:01
Screen off (locked),12/27/18,21:36:23,00:00:03
Screen on (locked),12/27/18,21:36:26,00:00:12
Google,12/27/18,21:36:38,00:00:00
Screen on (unlocked),12/27/18,21:36:38,00:00:48
Screen off (locked),12/27/18,21:37:26,00:01:21
Screen on (locked),12/27/18,21:38:47,00:00:03
Google,12/27/18,21:38:50,00:00:00
Screen on (unlocked),12/27/18,21:38:50,00:00:01
WhatsApp,12/27/18,21:38:51,00:00:07
Google,12/27/18,21:38:58,00:00:01
Screen off (locked),12/27/18,21:39:00,01:51:22
Screen on (locked),12/27/18,23:30:22,00:00:02
Screen on (unlocked),12/27/18,23:30:24,00:00:03
Google,12/27/18,23:30:27,00:00:01
WhatsApp,12/27/18,23:30:28,00:00:21
Google,12/27/18,23:30:50,00:00:01
Instagram,12/27/18,23:30:50,00:01:30
WhatsApp,12/27/18,23:32:21,00:00:50
Google,12/27/18,23:33:10,00:00:02
Screen off (locked),12/27/18,23:33:12,00:36:53
Screen on (locked),12/28/18,00:10:05,00:00:00
Screen on (unlocked),12/28/18,00:10:05,00:00:00
Google,12/28/18,00:10:05,00:00:06
